x	y	yaw
1.78336	0.164418	0.153754	
1.78324	0.164452	0.153722	
1.78347	0.16475	0.153642	
1.78326	0.164868	0.153588	
1.78317	0.164669	0.153677	
1.78326	0.164455	0.153757	
1.78329	0.164413	0.153779	
1.78333	0.164568	0.153697	
1.78319	0.164698	0.15364	
1.78306	0.164678	0.153683	
1.78301	0.164791	0.153622	
1.78329	0.164637	0.153692	
1.78332	0.164568	0.153734	
1.78319	0.164716	0.153655	
1.78312	0.164694	0.153636	
1.78314	0.164446	0.153734	
1.78318	0.164513	0.153693	
1.78319	0.164395	0.153798	
1.7832	0.16453	0.153689	
1.7833	0.164382	0.153745	
1.78334	0.164313	0.15383	
1.78326	0.164455	0.153738	
1.78327	0.164558	0.15372	
1.78316	0.164612	0.153669	
1.78321	0.164567	0.153694	
1.78323	0.164755	0.153579	
1.78349	0.164417	0.153777	
1.78341	0.164455	0.153726	
1.7832	0.164686	0.153606	
1.7833	0.16467	0.153663	
1.78352	0.164519	0.153728	
1.78344	0.164458	0.153708	
1.78324	0.164454	0.153705	
1.78319	0.164448	0.153735	
1.78323	0.16448	0.153747	
1.78314	0.164732	0.153608	
1.78316	0.16466	0.153618	
1.78328	0.164601	0.15367	
1.78327	0.164562	0.153687	
1.78334	0.164422	0.153752	
1.78323	0.164397	0.153745	
1.78322	0.1644	0.153735	
1.7833	0.164476	0.153727	
1.78312	0.164489	0.15369	
1.78325	0.164474	0.153715	
1.7833	0.164352	0.153775	
1.78356	0.164088	0.15388	
1.7835	0.164062	0.153907	
1.7833	0.16426	0.153793	
1.78325	0.164251	0.153802	
1.7834	0.16422	0.153816	
1.78328	0.164293	0.153759	
1.78339	0.164454	0.153749	
1.78327	0.164286	0.153781	
1.78345	0.164197	0.153856	
1.78338	0.164282	0.153769	
1.78334	0.16432	0.153776	
1.78319	0.16444	0.153689	
1.78322	0.164492	0.153684	
1.78321	0.164454	0.153702	
1.78329	0.164255	0.153792	
1.78333	0.164298	0.153782	
1.78336	0.164524	0.153714	
1.7834	0.164548	0.153687	
1.78339	0.164459	0.153749	
1.78353	0.164466	0.153754	
1.78346	0.164878	0.153554	
1.78331	0.164921	0.153531	
1.78326	0.164704	0.153634	
1.78325	0.164712	0.153582	
1.78305	0.164784	0.153555	
1.78326	0.164506	0.153693	
1.78334	0.164269	0.153829	
1.78315	0.164413	0.153716	
1.78306	0.164486	0.153692	
1.78302	0.16459	0.153649	
1.78309	0.164849	0.15358	
1.78307	0.164702	0.15362	
1.78301	0.164472	0.15371	
1.78317	0.164553	0.153691	
1.78351	0.164331	0.153807	
1.78338	0.16459	0.153652	
1.78354	0.164609	0.153706	
1.7836	0.164303	0.153821	
1.78361	0.16437	0.153777	
1.78354	0.164456	0.153745	
1.78335	0.164917	0.153551	
1.78362	0.164449	0.153762	
1.78354	0.164661	0.15367	
1.78366	0.164318	0.153827	
1.78351	0.164696	0.153628	
1.78349	0.164325	0.153794	
1.78342	0.164324	0.153763	
1.78351	0.164166	0.15385	
1.78344	0.164247	0.153818	
1.78344	0.16428	0.153801	
1.78342	0.164408	0.153706	
1.7833	0.164401	0.15371	
1.78324	0.164418	0.153708	
1.78321	0.164354	0.153732	
1.78336	0.164302	0.153767	
1.78341	0.164383	0.153725	
1.78339	0.164411	0.15371	
1.78331	0.164352	0.153762	
1.78311	0.16427	0.153747	
1.78317	0.164406	0.153687	
1.78323	0.164337	0.153747	
1.78314	0.164666	0.15361	
1.78328	0.164399	0.153729	
1.78325	0.164562	0.153721	
1.78329	0.164709	0.153669	
1.78322	0.164575	0.153702	
1.78337	0.164482	0.153752	
1.78321	0.164607	0.153674	
1.78323	0.164601	0.153672	
1.78349	0.164403	0.153819	
1.78358	0.164345	0.153822	
1.78354	0.164449	0.153747	
1.78351	0.164259	0.153817	
1.78347	0.164334	0.153793	
1.78322	0.164495	0.153691	
1.78332	0.164374	0.153769	
1.78322	0.16443	0.153703	
1.78331	0.164386	0.153755	
1.78325	0.164396	0.153713	
1.78334	0.164123	0.153861	
1.78323	0.164333	0.153768	
1.78332	0.16437	0.153771	
1.78323	0.164375	0.153756	
1.78332	0.164292	0.153821	
1.78336	0.164343	0.153783	
1.78334	0.164429	0.153715	
1.78316	0.164414	0.153692	
1.78316	0.164433	0.153713	
1.78295	0.164595	0.15363	
1.78312	0.164403	0.153712	
1.78317	0.164413	0.153696	
1.783	0.164442	0.15368	
1.78299	0.164744	0.153571	
1.78318	0.16453	0.153676	
1.7834	0.16402	0.153929	
1.78334	0.164546	0.15368	
1.78347	0.164455	0.153743	
1.78348	0.164402	0.153774	
1.7834	0.164423	0.153744	
1.78334	0.1645	0.153733	
1.78314	0.164527	0.153676	
1.78327	0.164536	0.153652	
1.78328	0.16464	0.153618	
1.78325	0.164582	0.153652	
1.7833	0.164564	0.153676	
1.78328	0.164574	0.153677	
1.78326	0.164604	0.153664	
1.78312	0.164745	0.153621	
1.78308	0.164769	0.153606	
1.78304	0.164706	0.153661	
1.78318	0.164753	0.153656	
1.78349	0.164614	0.153735	
1.78356	0.164575	0.153762	
1.78343	0.164668	0.153698	
1.78342	0.164353	0.153819	
1.78348	0.1644	0.153792	
1.78351	0.164306	0.153767	
1.78347	0.164331	0.153728	
1.78334	0.164283	0.153732	
1.78334	0.164177	0.153798	
1.78325	0.1643	0.153774	
1.78324	0.164491	0.153665	
1.78325	0.164009	0.153907	
1.78315	0.164361	0.153733	
1.78304	0.16442	0.153695	
1.78309	0.164385	0.153745	
1.7834	0.164344	0.15381	
1.78333	0.164509	0.153716	
1.78333	0.164679	0.153648	
1.78327	0.164616	0.153646	
1.78345	0.164592	0.153708	
1.78325	0.164664	0.153643	
1.78346	0.164389	0.153783	
1.78334	0.164416	0.153774	
1.78341	0.164012	0.153935	
1.78317	0.164457	0.153721	
1.7832	0.164822	0.153603	
1.78315	0.164492	0.153747	
1.78317	0.164542	0.15368	
1.78326	0.164551	0.153682	
1.78341	0.164489	0.153686	
1.78318	0.164575	0.153629	
1.78322	0.164377	0.153722	
1.78334	0.164481	0.153679	
1.78333	0.164528	0.153684	
1.78325	0.164599	0.153656	
1.78337	0.164517	0.153707	
1.78329	0.164489	0.153714	
1.78349	0.164448	0.153729	
1.78351	0.164393	0.153766	
1.78354	0.164173	0.153862	
1.78356	0.164265	0.153799	
1.78345	0.164296	0.153772	
1.78346	0.164163	0.153839	
1.78329	0.164536	0.153692	
1.78315	0.164623	0.153638	
1.78343	0.164532	0.153732	
1.78338	0.164514	0.15375	
1.78347	0.164526	0.153687	
1.7836	0.16463	0.153682	
1.78361	0.164892	0.153571	
1.78355	0.164649	0.153672	
1.78331	0.164767	0.153619	
1.78329	0.164638	0.153685	
1.78332	0.164663	0.153674	
1.78318	0.164646	0.153675	
1.78343	0.1644	0.153808	
1.78329	0.16448	0.15371	
1.78343	0.164397	0.153755	
1.78332	0.164497	0.153677	
1.78328	0.164505	0.153666	
1.7834	0.164678	0.153621	
1.78334	0.164666	0.1536	
1.78338	0.16457	0.1537	
1.78358	0.164612	0.153724	
1.78358	0.164504	0.153757	
1.78354	0.164641	0.153665	
1.7835	0.16457	0.153679	
1.78333	0.164601	0.153625	
1.78337	0.164554	0.153653	
1.7832	0.164521	0.153658	
1.78329	0.164227	0.153788	
1.78317	0.164329	0.153744	
1.78303	0.164327	0.153752	
1.78307	0.164547	0.153671	
1.78303	0.16436	0.153736	
1.78294	0.164233	0.153756	
1.78304	0.164196	0.153781	
1.78301	0.164361	0.153703	
1.78297	0.164401	0.153664	
1.78311	0.164225	0.153749	
1.7832	0.164306	0.153734	
1.78328	0.164211	0.153823	
1.78313	0.164344	0.153756	
1.78302	0.164471	0.153676	
1.78316	0.164448	0.153724	
1.78313	0.164299	0.15376	
1.78317	0.164405	0.15376	
1.7832	0.164374	0.153764	
1.78326	0.164063	0.153892	
1.78323	0.164221	0.153794	
1.78344	0.164312	0.153793	
1.78339	0.164188	0.153858	
1.78349	0.164163	0.153846	
1.78339	0.16426	0.153822	
1.78329	0.164267	0.153821	
1.78336	0.164355	0.153772	
1.78321	0.164461	0.153731	
1.78324	0.164687	0.153654	
1.78347	0.16442	0.153767	
1.78341	0.16441	0.153748	
1.78338	0.164452	0.153708	
1.78336	0.164433	0.153692	
1.78325	0.164405	0.153714	
1.78317	0.164629	0.153617	
1.78336	0.164548	0.153716	
1.78337	0.164542	0.153699	
1.78333	0.164378	0.153757	
1.78312	0.164593	0.153606	
1.7832	0.164602	0.15364	
1.78321	0.164521	0.153669	
1.78326	0.164487	0.153704	
1.78319	0.164677	0.153656	
1.78333	0.16458	0.153683	
1.78325	0.164516	0.153727	
1.78327	0.164514	0.153708	
1.78323	0.164582	0.153682	
1.78327	0.164431	0.153713	
1.78332	0.164325	0.153783	
1.78333	0.164304	0.153768	
1.78314	0.16423	0.153785	
1.78334	0.164065	0.153867	
1.7831	0.164334	0.153705	
1.78311	0.164322	0.153742	
1.78313	0.164291	0.153776	
1.78318	0.164311	0.153754	
1.78322	0.164376	0.153757	
1.78317	0.164988	0.153531	
1.78337	0.164626	0.153708	
1.78328	0.164611	0.153708	
1.78345	0.164592	0.15371	
1.78342	0.164673	0.15364	
1.78351	0.164905	0.153565	
1.78341	0.164862	0.153561	
1.78351	0.164566	0.153715	
1.78351	0.164488	0.153731	
1.78344	0.164495	0.15372	
1.7833	0.164546	0.153646	
1.7833	0.164536	0.153685	
1.78342	0.164669	0.153701	
1.78329	0.164668	0.153699	
1.78325	0.164599	0.153704	
1.78316	0.164745	0.153584	
1.78343	0.164713	0.153643	
1.78352	0.164743	0.153633	
1.78353	0.164736	0.153671	
1.78348	0.164511	0.153767	
1.78339	0.164573	0.153741	
1.7835	0.164641	0.153709	
1.78333	0.164676	0.15366	
1.78329	0.164495	0.153746	
1.78317	0.164437	0.153737	
1.78326	0.164917	0.153561	
1.78329	0.164907	0.15357	
1.78327	0.164732	0.153638	
1.78341	0.164629	0.153688	
1.78333	0.164704	0.153599	
1.78334	0.164556	0.153687	
1.78335	0.164511	0.153669	
1.78357	0.164428	0.153789	
1.78319	0.164728	0.153583	
1.78315	0.16477	0.153577	
1.78319	0.164737	0.153628	
1.78319	0.16473	0.153645	
1.78332	0.164681	0.15368	
1.78332	0.164794	0.153597	
1.78326	0.164785	0.153615	
1.7832	0.164715	0.153634	
1.78321	0.164658	0.153642	
1.78335	0.164809	0.153596	
1.78332	0.164634	0.153649	
1.78369	0.164481	0.153746	
1.78375	0.164427	0.153784	
1.78359	0.164221	0.153849	
1.78347	0.164144	0.15389	
1.78344	0.164272	0.153819	
1.78334	0.164211	0.1538	
1.78352	0.164197	0.153822	
1.78342	0.164515	0.153652	
1.78348	0.164488	0.153695	
1.78364	0.163975	0.153982	
1.78343	0.164331	0.153805	
1.78321	0.164396	0.15375	
1.78309	0.164433	0.153718	
1.78313	0.164471	0.15368	
1.78338	0.164353	0.153769	
1.7833	0.164405	0.153724	
1.78327	0.165077	0.153483	
1.78326	0.164794	0.153639	
1.78334	0.164718	0.153671	
1.78334	0.164718	0.153661	
1.78344	0.16456	0.15374	
1.78333	0.16472	0.153643	
1.78341	0.164649	0.153701	
1.78335	0.16467	0.153676	
1.78313	0.164956	0.153535	
1.78342	0.164673	0.153697	
1.7834	0.16463	0.1537	
1.78325	0.16479	0.153565	
1.78324	0.164708	0.153622	
1.78332	0.164544	0.153724	
1.78328	0.164662	0.15367	
1.78335	0.164581	0.153703	
1.7834	0.164646	0.153669	
1.78341	0.164636	0.153657	
1.78335	0.16463	0.153685	
1.78329	0.164709	0.153644	
1.78329	0.164672	0.15365	
1.78343	0.164455	0.153773	
1.78341	0.164473	0.153754	
1.78334	0.164399	0.153756	
1.78332	0.164388	0.15374	
1.78336	0.164389	0.153744	
1.78338	0.164286	0.153831	
1.78332	0.164524	0.15368	
1.78328	0.164486	0.153704	
1.78329	0.164388	0.153702	
1.78318	0.16442	0.153714	
1.78332	0.164422	0.153735	
1.78344	0.164519	0.153694	
1.78326	0.164544	0.153679	
1.7833	0.164459	0.153762	
1.78329	0.164573	0.153705	
1.78332	0.164497	0.153751	
1.78336	0.164619	0.153667	
1.78366	0.164477	0.153801	
1.78346	0.164612	0.153715	
1.78344	0.164644	0.153711	
1.78356	0.164641	0.153707	
1.78347	0.164765	0.153646	
1.78341	0.164709	0.153676	
1.7836	0.164528	0.15376	
1.78332	0.16462	0.153687	
1.78342	0.16463	0.153676	
1.78346	0.164443	0.153771	
1.78349	0.164424	0.153751	
1.78355	0.164476	0.153713	
1.78358	0.164398	0.153746	
1.78355	0.16415	0.153852	
1.78333	0.164309	0.153723	
1.78341	0.164203	0.153793	
1.78342	0.164321	0.153739	
1.78329	0.164449	0.153664	
1.78354	0.163982	0.153914	
1.78351	0.164068	0.153866	
1.78347	0.164093	0.153832	
1.78334	0.164297	0.153759	
1.7834	0.164224	0.153802	
1.78334	0.164128	0.153849	
1.78332	0.164094	0.153863	
1.78331	0.164255	0.153747	
1.78324	0.164243	0.15379	
1.78314	0.164279	0.153785	
1.78314	0.164378	0.1537	
1.78324	0.164371	0.15374	
1.78331	0.164443	0.15372	
1.7834	0.164376	0.153791	
1.78331	0.164362	0.153772	
1.78331	0.164418	0.153722	
1.78341	0.164163	0.153808	
1.78341	0.164269	0.153788	
1.78344	0.164281	0.153792	
1.78337	0.164403	0.15374	
1.78336	0.164532	0.15367	
1.78339	0.164418	0.153749	
1.78336	0.164265	0.153787	
1.78341	0.16419	0.153834	
1.78342	0.164187	0.153846	
1.78336	0.164284	0.153769	
1.7834	0.164309	0.15378	
1.78343	0.164368	0.153736	
1.78332	0.164385	0.153718	
1.78342	0.164326	0.153733	
1.78344	0.1644	0.153726	
1.78353	0.164346	0.153782	
1.78346	0.164332	0.153793	
1.78353	0.164158	0.153859	
1.78322	0.164319	0.153732	
1.78321	0.164524	0.153683	
1.78347	0.164809	0.153639	
1.78346	0.164577	0.153745	
1.78379	0.164383	0.15385	
1.78364	0.1645	0.153743	
1.78363	0.164553	0.15375	
1.7836	0.164491	0.153787	
1.78363	0.164398	0.153791	
1.78367	0.164453	0.153754	
1.78357	0.164384	0.153771	
1.78338	0.164561	0.153643	
1.78374	0.164017	0.153928	
1.78367	0.164392	0.153746	
1.78375	0.164279	0.153818	
1.78356	0.164446	0.153751	
1.78344	0.164465	0.1537	
1.78337	0.164678	0.153614	
1.78339	0.164584	0.153686	
1.78351	0.164507	0.153728	
1.7834	0.164745	0.153636	
1.78321	0.164829	0.153566	
1.78321	0.16481	0.153568	
1.78334	0.164621	0.153627	
1.78323	0.164531	0.153668	
1.78335	0.16454	0.153645	
1.78338	0.164657	0.153625	
1.78335	0.164646	0.153627	
1.78356	0.164478	0.153761	
1.78352	0.164558	0.15371	
1.78327	0.16468	0.153649	
1.78336	0.16461	0.153634	
1.78325	0.164557	0.153699	
1.78322	0.164586	0.153686	
1.78336	0.164471	0.153749	
1.7833	0.164407	0.153781	
1.78327	0.164523	0.153687	
1.78327	0.16454	0.153677	
1.78308	0.164529	0.153662	
1.78316	0.164458	0.15369	
1.78318	0.164513	0.153665	
1.7832	0.164568	0.153652	
1.78326	0.164577	0.153634	
1.78325	0.164492	0.153706	
1.78319	0.164406	0.153728	
1.78311	0.1639	0.153935	
1.78321	0.164098	0.153835	
1.7832	0.164205	0.153806	
1.7834	0.164268	0.153806	
1.78352	0.16436	0.15378	
1.78338	0.164379	0.153776	
1.7835	0.164358	0.153762	
1.78362	0.164211	0.153843	
1.78354	0.164236	0.153808	
1.78358	0.164223	0.153814	
1.78353	0.16419	0.153864	
1.78352	0.164269	0.153818	
1.78351	0.164408	0.153741	
1.78346	0.164509	0.15367	
1.78342	0.164386	0.153747	
1.78353	0.164452	0.153749	
1.78363	0.164312	0.153832	
1.78351	0.164783	0.153616	
1.78349	0.164714	0.153645	
1.78368	0.164362	0.153805	
1.7835	0.164329	0.153788	
1.78355	0.164445	0.153766	
1.78331	0.16441	0.153726	
1.78329	0.164494	0.153675	
1.7834	0.164448	0.153705	
1.78333	0.164424	0.153711	
1.7834	0.164266	0.153808	
1.7834	0.164446	0.153742	
1.78357	0.164484	0.15375	
1.78338	0.164586	0.153666	
1.78336	0.164539	0.153691	
1.78338	0.164502	0.153701	
1.78346	0.164408	0.153757	
1.78351	0.164411	0.153766	
1.78343	0.164371	0.153773	
1.78331	0.164462	0.153695	
1.78337	0.16442	0.153744	
1.78333	0.164417	0.153724	
1.7834	0.164456	0.15373	
1.78342	0.164409	0.153747	
1.78342	0.164415	0.15375	
1.78333	0.164476	0.153701	
1.78345	0.164372	0.153767	
1.78333	0.164482	0.153704	
1.7836	0.16433	0.153782	
1.78364	0.164304	0.153819	
1.7836	0.16431	0.153809	
1.78356	0.164192	0.153843	
1.78358	0.164304	0.153801	
1.78375	0.164314	0.153817	
1.78376	0.16429	0.153841	
1.78372	0.16439	0.153769	
1.7838	0.164261	0.153814	
1.78362	0.164237	0.153828	
1.7835	0.164718	0.153641	
1.78358	0.164473	0.153754	
1.78359	0.164527	0.153697	
1.78338	0.164563	0.153687	
1.78325	0.164336	0.153777	
1.78342	0.164263	0.153794	
1.78343	0.16427	0.153783	
1.78333	0.164406	0.153716	
1.78314	0.164552	0.153609	
1.78339	0.164364	0.153767	
1.78323	0.16471	0.153627	
1.78337	0.164595	0.153673	
1.78345	0.164373	0.15378	
1.78333	0.164486	0.153695	
1.78333	0.164519	0.153666	
1.7834	0.164443	0.153705	
1.78351	0.164551	0.153694	
1.78352	0.164342	0.153788	
1.78359	0.164365	0.153781	
1.78351	0.164456	0.1537	
1.78347	0.164397	0.153723	
1.78327	0.164565	0.153661	
1.7834	0.164531	0.153692	
1.78345	0.164464	0.153733	
1.78338	0.164268	0.153799	
1.78333	0.164796	0.153553	
1.78345	0.164639	0.153672	
1.7834	0.16446	0.15374	
1.78338	0.164628	0.153692	
1.78354	0.164602	0.153706	
1.78364	0.164456	0.153783	
1.7835	0.164604	0.153695	
1.78349	0.164562	0.153737	
1.78348	0.16453	0.153749	
1.78331	0.164855	0.153565	
1.7833	0.164628	0.153646	
1.78343	0.164583	0.153686	
1.78345	0.164604	0.153679	
1.78349	0.164479	0.153768	
1.78359	0.16433	0.153826	
1.78353	0.164298	0.153819	
1.7835	0.164292	0.153788	
1.78338	0.16445	0.153672	
1.78336	0.164289	0.153719	
1.78333	0.16432	0.153733	
1.78344	0.1644	0.153704	
1.78352	0.164313	0.153763	
1.78349	0.164532	0.153681	
1.78341	0.164332	0.153732	
1.78338	0.164586	0.153626	
1.78339	0.164356	0.153763	
1.78346	0.164256	0.153801	
1.78347	0.164353	0.153736	
1.78347	0.16428	0.153773	
1.78372	0.164439	0.153752	
1.78368	0.164468	0.153728	
1.78362	0.164523	0.153706	
1.78371	0.164539	0.153727	
1.78358	0.164593	0.153697	
1.78353	0.164706	0.153666	
1.78349	0.164486	0.153742	
1.78335	0.164772	0.153601	
1.7833	0.164416	0.15374	
1.7833	0.164513	0.153676	
1.78356	0.164898	0.1536	
1.78348	0.164802	0.153614	
1.78409	0.164689	0.153882	
1.78663	0.164696	0.154879	
1.79319	0.165415	0.155703	
1.8064	0.167736	0.155192	
1.81594	0.169272	0.155057	
1.82176	0.17015	0.155356	
1.82959	0.170979	0.156003	
1.83876	0.172564	0.155813	
1.84925	0.173967	0.15565	
1.85894	0.176148	0.155453	
1.86781	0.177157	0.156167	
1.87364	0.17842	0.156044	
1.88152	0.179273	0.15643	
1.8896	0.180655	0.156912	
1.89553	0.180919	0.157397	
1.9052	0.182875	0.156967	
1.91573	0.184617	0.156725	
1.92518	0.186346	0.156585	
1.93338	0.187375	0.157274	
1.9383	0.188088	0.157727	
1.94656	0.189523	0.15816	
1.95636	0.191021	0.158163	
1.96611	0.192658	0.15843	
1.97511	0.194326	0.15825	
1.98411	0.195711	0.158583	
1.99012	0.196608	0.158739	
1.9987	0.197968	0.159261	
2.00792	0.199582	0.15981	
2.02316	0.201116	0.160658	
2.03143	0.202375	0.161115	
2.03737	0.20367	0.16118	
2.04734	0.205117	0.161169	
2.0565	0.206394	0.161546	
2.06207	0.207196	0.16177	
2.07142	0.208328	0.162473	
2.07891	0.209322	0.163146	
2.08969	0.211404	0.163542	
2.10016	0.213081	0.16383	
2.11164	0.214543	0.164323	
2.12334	0.21657	0.164611	
2.13022	0.218044	0.164679	
2.14572	0.220293	0.165724	
2.15859	0.22188	0.166648	
2.17011	0.22345	0.167107	
2.18228	0.225321	0.167835	
2.19119	0.226961	0.168102	
2.20385	0.22956	0.168506	
2.21601	0.231159	0.169139	
2.22846	0.23283	0.170012	
2.2413	0.235145	0.170688	
2.25427	0.237038	0.171411	
2.26301	0.238533	0.171812	
2.27573	0.240333	0.172682	
2.28853	0.242396	0.173356	
2.29759	0.243734	0.174008	
2.31095	0.245949	0.174747	
2.32513	0.248764	0.175589	
2.33921	0.251075	0.176227	
2.35338	0.253122	0.177387	
2.3673	0.255039	0.17849	
2.38189	0.257391	0.179585	
2.39669	0.260031	0.180527	
2.41093	0.262417	0.181126	
2.42697	0.264627	0.182428	
2.43664	0.267029	0.182526	
2.45165	0.269315	0.183182	
2.46271	0.271703	0.183305	
2.47822	0.274356	0.183692	
2.48934	0.276661	0.184191	
2.50581	0.279745	0.184544	
2.51675	0.281463	0.185145	
2.5344	0.284589	0.185564	
2.5522	0.288322	0.185568	
2.57072	0.292001	0.186075	
2.58209	0.294246	0.186494	
2.5991	0.297113	0.186791	
2.61699	0.300119	0.187314	
2.63567	0.303961	0.18736	
2.64795	0.306157	0.187826	
2.66599	0.30925	0.188245	
2.6835	0.312764	0.188726	
2.70229	0.316132	0.18902	
2.71512	0.318318	0.189209	
2.73326	0.321866	0.189597	
2.74472	0.324401	0.189241	
2.76213	0.327302	0.190107	
2.77982	0.330737	0.190146	
2.79087	0.332667	0.190952	
2.80597	0.335975	0.190228	
2.81585	0.337701	0.189618	
2.83278	0.341596	0.188188	
2.84782	0.344379	0.187035	
2.86459	0.348138	0.185589	
2.88652	0.356568	0.173788	
2.90331	0.363021	0.159342	
2.92125	0.370768	0.140274	
2.93544	0.376171	0.126824	
2.95572	0.383749	0.108172	
2.97554	0.391364	0.0884441	
2.99	0.395828	0.0756546	
3.00993	0.403377	0.0561414	
3.02507	0.408289	0.0426395	
3.05665	0.415611	0.0167514	
3.07059	0.41944	0.0040915	
3.09242	0.425992	-0.0156031	
3.11403	0.432009	-0.0351191	
3.12919	0.434547	-0.0476405	
3.1506	0.439417	-0.06689	
3.17217	0.443958	-0.0854358	
3.19403	0.44617	-0.101945	
3.20967	0.448191	-0.113741	
3.22451	0.449647	-0.125309	
3.24716	0.450008	-0.142142	
3.27009	0.451289	-0.158931	
3.29209	0.451548	-0.175413	
3.31407	0.452951	-0.192346	
3.33653	0.45174	-0.208731	
3.35271	0.451027	-0.220248	
3.36809	0.452282	-0.231988	
3.39859	0.451698	-0.25447	
3.41252	0.451556	-0.266286	
3.43486	0.45014	-0.284017	
3.45767	0.447771	-0.300473	
3.47212	0.445612	-0.311707	
3.49412	0.444475	-0.329162	
3.50961	0.442591	-0.339892	
3.56031	0.437458	-0.379452	
3.57438	0.43473	-0.390113	
3.59419	0.431151	-0.407626	
3.61534	0.426511	-0.423929	
3.63725	0.422445	-0.440214	
3.65153	0.419714	-0.451528	
3.67982	0.412235	-0.473262	
3.70169	0.407604	-0.490623	
3.71635	0.403563	-0.501793	
3.73707	0.398866	-0.518491	
3.7581	0.391688	-0.535481	
3.77284	0.38715	-0.546889	
3.79395	0.38092	-0.564169	
3.808	0.375577	-0.574732	
3.82871	0.367565	-0.590508	
3.85004	0.358776	-0.605338	
3.8708	0.350104	-0.619802	
3.89157	0.34145	-0.634301	
3.90528	0.333738	-0.642947	
3.92627	0.322733	-0.656501	
3.94682	0.312211	-0.669973	
3.96671	0.301175	-0.68349	
3.97972	0.293662	-0.691499	
3.9988	0.282296	-0.704495	
4.0195	0.269952	-0.717754	
4.03247	0.261172	-0.72518	
4.05123	0.248407	-0.737718	
4.07114	0.235433	-0.751272	
4.08524	0.226148	-0.760751	
4.10581	0.211083	-0.773782	
4.12603	0.196948	-0.785943	
4.1398	0.186492	-0.794388	
4.1605	0.170168	-0.807338	
4.1741	0.159981	-0.816008	
4.19459	0.142726	-0.828175	
4.20939	0.131217	-0.836615	
4.22878	0.115156	-0.848882	
4.24135	0.103697	-0.85626	
4.2609	0.0868652	-0.867877	
4.27934	0.0707197	-0.878916	
4.29774	0.0536227	-0.890102	
4.31075	0.0422041	-0.898666	
4.34006	0.0123205	-0.91629	
4.35738	-0.00570208	-0.928009	
4.37457	-0.0260211	-0.938618	
4.3863	-0.0388991	-0.946317	
4.42249	-0.0760025	-0.967487	
4.43802	-0.0931861	-0.978869	
4.45469	-0.11124	-0.990858	
4.46539	-0.124535	-0.998551	
4.48049	-0.143701	-1.01035	
4.49072	-0.156787	-1.01837	
4.50757	-0.177686	-1.03021	
4.52604	-0.200447	-1.04223	
4.53832	-0.215435	-1.05136	
4.55523	-0.238453	-1.06288	
4.56666	-0.254327	-1.07112	
4.58232	-0.277574	-1.08315	
4.59371	-0.293995	-1.09188	
4.60985	-0.318968	-1.10323	
4.62152	-0.337109	-1.1114	
4.63915	-0.364057	-1.12299	
4.65499	-0.386769	-1.13528	
4.66965	-0.410112	-1.14838	
4.68502	-0.435717	-1.16179	
4.70038	-0.461541	-1.17509	
4.71642	-0.486882	-1.1875	
4.73188	-0.51181	-1.20113	
4.74063	-0.529205	-1.20885	
4.75345	-0.55591	-1.2212	
4.76359	-0.572871	-1.22988	
4.77651	-0.598844	-1.24087	
4.7846	-0.616355	-1.24884	
4.7976	-0.643168	-1.26059	
4.80994	-0.670232	-1.27212	
4.82237	-0.700034	-1.28441	
4.83029	-0.721599	-1.29239	
4.84407	-0.753375	-1.3054	
4.85255	-0.774679	-1.3144	
4.86397	-0.807639	-1.32696	
4.87677	-0.84028	-1.34059	
4.88559	-0.861641	-1.34952	
4.89715	-0.894719	-1.36234	
4.90489	-0.917129	-1.37068	
4.91583	-0.949315	-1.38361	
4.92566	-0.980704	-1.39603	
4.93512	-1.01202	-1.40891	
4.94355	-1.04175	-1.42236	
4.95196	-1.0728	-1.43541	
4.95676	-1.09355	-1.4439	
4.96245	-1.11373	-1.45342	
4.97026	-1.14445	-1.46719	
4.97734	-1.17497	-1.48093	
4.98233	-1.19563	-1.49036	
4.98915	-1.22596	-1.50438	
4.99562	-1.25746	-1.51796	
4.99891	-1.27785	-1.52645	
5.00326	-1.30703	-1.54029	
5.00577	-1.32722	-1.54909	
5.01067	-1.35578	-1.56268	
5.01384	-1.37296	-1.57075	
5.01733	-1.39281	-1.58222	
5.02047	-1.40371	-1.59406	
5.02178	-1.41446	-1.60811	
5.02221	-1.41954	-1.6144	
5.0235	-1.41788	-1.61544	
5.02172	-1.41555	-1.61195	
5.02238	-1.41474	-1.61256	
5.02121	-1.41499	-1.61086	
5.0211	-1.41517	-1.61083	
5.02126	-1.41512	-1.61106	
5.02119	-1.41517	-1.61102	
5.02098	-1.41522	-1.61081	
5.0211	-1.41519	-1.61093	
5.02114	-1.41526	-1.611	
5.02097	-1.41536	-1.61089	
5.02104	-1.41528	-1.61085	
5.02112	-1.41525	-1.61093	
5.02098	-1.4153	-1.61082	
5.02113	-1.4153	-1.61095	
5.02111	-1.41529	-1.61093	
5.02111	-1.41532	-1.61095	
5.02111	-1.41534	-1.61095	
5.02105	-1.41533	-1.61091	
5.02104	-1.41547	-1.61093	
5.02103	-1.4154	-1.61092	
5.02099	-1.41544	-1.61086	
5.02099	-1.41541	-1.61087	
5.02107	-1.41542	-1.61089	
5.02106	-1.41542	-1.61091	
5.02108	-1.4154	-1.61093	
5.02103	-1.4154	-1.61088	
5.02099	-1.41543	-1.61088	
5.02103	-1.41542	-1.61088	
